Time,House,School,Health_center,Mosque,Water_pump
20130722:2007,0.549,0.15,0.15,0.1,0.29
20130722:2107,0.39,0.15,0.15,0.1,0.14
20130722:2207,0.244,0.15,0.15,0.1,0.14
20130722:2307,0.166,0.15,0.15,0.1,0.14
20130723:0007,0.089,0.15,0.15,0.1,0.14
20130723:0107,0.077,0.15,0.15,0.1,0.14
20130723:0207,0.077,0.15,0.15,0.1,0.14
20130723:0307,0.077,0.15,0.15,0.1,0.29
20130723:0407,0.265,0.15,0.15,0.85,0.43
20130723:0507,0.406,0.15,0.15,0.85,0.57
20130723:0607,0.447,0.15,0.46,0.5,0.71
20130723:0707,0.406,0.3,0.92,0.1,0.86
20130723:0807,0.341,0.3,0.92,0.1,1
20130723:0907,0.349,0.3,1,0.1,1
20130723:1007,0.402,0.3,1,0.1,1
20130723:1107,0.433,0.3,1,1,0.86
20130723:1207,0.561,0.3,1,1,0.71
20130723:1307,0.422,0.3,1,1,0.71
20130723:1407,0.34,0.3,1,0.5,0.86
20130723:1507,0.322,0.3,1,1,0.86
20130723:1607,0.332,0.3,0.85,1,1
20130723:1707,0.535,0.15,0.31,0.5,1
20130723:1807,1,0.15,0.15,1,0.71
20130723:1907,0.815,0.15,0.15,1,0.57
20130723:2007,0.549,0.15,0.15,0.1,0.29
20130723:2107,0.39,0.15,0.15,0.1,0.14
20130723:2207,0.244,0.15,0.15,0.1,0.14
20130723:2307,0.166,0.15,0.15,0.1,0.14
20130724:0007,0.089,0.15,0.15,0.1,0.14
20130724:0107,0.077,0.15,0.15,0.1,0.14
20130724:0207,0.077,0.15,0.15,0.1,0.14
20130724:0307,0.077,0.15,0.15,0.1,0.29
20130724:0407,0.265,0.15,0.15,0.85,0.43
20130724:0507,0.406,0.15,0.15,0.85,0.57
20130724:0607,0.447,0.15,0.46,0.5,0.71
20130724:0707,0.406,0.3,0.92,0.1,0.86
20130724:0807,0.341,0.3,0.92,0.1,1
20130724:0907,0.349,0.3,1,0.1,1
20130724:1007,0.402,0.3,1,0.1,1
20130724:1107,0.433,0.3,1,1,0.86
20130724:1207,0.561,0.3,1,1,0.71
20130724:1307,0.422,0.3,1,1,0.71
20130724:1407,0.34,0.3,1,0.5,0.86
20130724:1507,0.322,0.3,1,1,0.86
20130724:1607,0.332,0.3,0.85,1,1
20130724:1707,0.535,0.15,0.31,0.5,1
20130724:1807,1,0.15,0.15,1,0.71
20130724:1907,0.815,0.15,0.15,1,0.57
20130724:2007,0.549,0.15,0.15,0.1,0.29
20130724:2107,0.39,0.15,0.15,0.1,0.14
20130724:2207,0.244,0.15,0.15,0.1,0.14
20130724:2307,0.166,0.15,0.15,0.1,0.14
20130725:0007,0.089,0.15,0.15,0.1,0.14
20130725:0107,0.077,0.15,0.15,0.1,0.14
20130725:0207,0.077,0.15,0.15,0.1,0.14
20130725:0307,0.077,0.15,0.15,0.1,0.29
20130725:0407,0.265,0.15,0.15,0.85,0.43
20130725:0507,0.406,0.15,0.15,0.85,0.57
20130725:0607,0.447,0.15,0.46,0.5,0.71
20130725:0707,0.406,0.3,0.92,0.1,0.86
20130725:0807,0.341,0.3,0.92,0.1,1
20130725:0907,0.349,0.3,1,0.1,1
20130725:1007,0.402,0.3,1,0.1,1
20130725:1107,0.433,0.3,1,1,0.86
20130725:1207,0.561,0.3,1,1,0.71
20130725:1307,0.422,0.3,1,1,0.71
20130725:1407,0.34,0.3,1,0.5,0.86
20130725:1507,0.322,0.3,1,1,0.86
20130725:1607,0.332,0.3,0.85,1,1
20130725:1707,0.535,0.15,0.31,0.5,1
20130725:1807,1,0.15,0.15,1,0.71
20130725:1907,0.815,0.15,0.15,1,0.57
20130725:2007,0.549,0.15,0.15,0.1,0.29
20130725:2107,0.39,0.15,0.15,0.1,0.14
20130725:2207,0.244,0.15,0.15,0.1,0.14
20130725:2307,0.166,0.15,0.15,0.1,0.14
20130726:0007,0.089,0.15,0.15,0.1,0.14
20130726:0107,0.077,0.15,0.15,0.1,0.14
20130726:0207,0.077,0.15,0.15,0.1,0.14
20130726:0307,0.077,0.15,0.15,0.1,0.29
20130726:0407,0.265,0.15,0.15,0.85,0.43
20130726:0507,0.406,0.15,0.15,0.85,0.57
20130726:0607,0.447,0.15,0.46,0.5,0.71
20130726:0707,0.406,0.3,0.92,0.1,0.86
20130726:0807,0.341,0.3,0.92,0.1,1
20130726:0907,0.349,0.3,1,0.1,1
20130726:1007,0.402,0.3,1,0.1,1
20130726:1107,0.433,0.3,1,1,0.86
20130726:1207,0.561,0.3,1,1,0.71
20130726:1307,0.422,0.3,1,1,0.71
20130726:1407,0.34,0.3,1,0.5,0.86
20130726:1507,0.322,0.3,1,1,0.86
20130726:1607,0.332,0.3,0.85,1,1
20130726:1707,0.535,0.15,0.31,0.5,1
20130726:1807,1,0.15,0.15,1,0.71
20130726:1907,0.815,0.15,0.15,1,0.57
20130726:2007,0.549,0.15,0.15,0.1,0.29
20130726:2107,0.39,0.15,0.15,0.1,0.14
20130726:2207,0.244,0.15,0.15,0.1,0.14
20130726:2307,0.166,0.15,0.15,0.1,0.14
20130727:0007,0.089,0.15,0.15,0.1,0.14
20130727:0107,0.077,0.15,0.15,0.1,0.14
20130727:0207,0.077,0.15,0.15,0.1,0.14
20130727:0307,0.077,0.15,0.15,0.1,0.29
20130727:0407,0.265,0.15,0.15,0.85,0.43
20130727:0507,0.406,0.15,0.15,0.85,0.57
20130727:0607,0.447,0.15,0.46,0.5,0.71
20130727:0707,0.406,0.3,0.92,0.1,0.86
20130727:0807,0.341,0.3,0.92,0.1,1
20130727:0907,0.349,0.3,1,0.1,1
20130727:1007,0.402,0.3,1,0.1,1
20130727:1107,0.433,0.3,1,1,0.86
20130727:1207,0.561,0.3,1,1,0.71
20130727:1307,0.422,0.3,1,1,0.71
20130727:1407,0.34,0.3,1,0.5,0.86
20130727:1507,0.322,0.3,1,1,0.86
20130727:1607,0.332,0.3,0.85,1,1
20130727:1707,0.535,0.15,0.31,0.5,1
20130727:1807,1,0.15,0.15,1,0.71
20130727:1907,0.815,0.15,0.15,1,0.57
20130727:2007,0.549,0.15,0.15,0.1,0.29
20130727:2107,0.39,0.15,0.15,0.1,0.14
20130727:2207,0.244,0.15,0.15,0.1,0.14
20130727:2307,0.166,0.15,0.15,0.1,0.14
20130728:0007,0.089,0.15,0.15,0.1,0.14
20130728:0107,0.077,0.15,0.15,0.1,0.14
20130728:0207,0.077,0.15,0.15,0.1,0.14
20130728:0307,0.077,0.15,0.15,0.1,0.29
20130728:0407,0.265,0.15,0.15,0.85,0.43
20130728:0507,0.406,0.15,0.15,0.85,0.57
20130728:0607,0.447,0.15,0.46,0.5,0.71
20130728:0707,0.406,0.3,0.92,0.1,0.86
20130728:0807,0.341,0.3,0.92,0.1,1
20130728:0907,0.349,0.3,1,0.1,1
20130728:1007,0.402,0.3,1,0.1,1
20130728:1107,0.433,0.3,1,1,0.86
20130728:1207,0.561,0.3,1,1,0.71
20130728:1307,0.422,0.3,1,1,0.71
20130728:1407,0.34,0.3,1,0.5,0.86
20130728:1507,0.322,0.3,1,1,0.86
20130728:1607,0.332,0.3,0.85,1,1
20130728:1707,0.535,0.15,0.31,0.5,1
20130728:1807,1,0.15,0.15,1,0.71
20130728:1907,0.815,0.15,0.15,1,0.57
20130728:2007,0.549,0.15,0.15,0.1,0.29
20130728:2107,0.39,0.15,0.15,0.1,0.14
20130728:2207,0.244,0.15,0.15,0.1,0.14
20130728:2307,0.166,0.15,0.15,0.1,0.14
20130729:0007,0.089,0.15,0.15,0.1,0.14
20130729:0107,0.077,0.15,0.15,0.1,0.14
20130729:0207,0.077,0.15,0.15,0.1,0.14
20130729:0307,0.077,0.15,0.15,0.1,0.29
20130729:0407,0.265,0.15,0.15,0.85,0.43
20130729:0507,0.406,0.15,0.15,0.85,0.57
20130729:0607,0.447,0.15,0.46,0.5,0.71
20130729:0707,0.406,0.3,0.92,0.1,0.86
20130729:0807,0.341,0.3,0.92,0.1,1
20130729:0907,0.349,0.3,1,0.1,1
20130729:1007,0.402,0.3,1,0.1,1
20130729:1107,0.433,0.3,1,1,0.86
20130729:1207,0.561,0.3,1,1,0.71
20130729:1307,0.422,0.3,1,1,0.71
20130729:1407,0.34,0.3,1,0.5,0.86
20130729:1507,0.322,0.3,1,1,0.86
20130729:1607,0.332,0.3,0.85,1,1
20130729:1707,0.535,0.15,0.31,0.5,1
20130729:1807,1,0.15,0.15,1,0.71
20130729:1907,0.815,0.15,0.15,1,0.57
20130729:2007,0.549,0.15,0.15,0.1,0.29
20130729:2107,0.39,0.15,0.15,0.1,0.14
20130729:2207,0.244,0.15,0.15,0.1,0.14
20130729:2307,0.166,0.15,0.15,0.1,0.14
20130730:0007,0.089,0.15,0.15,0.1,0.14
20130730:0107,0.077,0.15,0.15,0.1,0.14
20130730:0207,0.077,0.15,0.15,0.1,0.14
20130730:0307,0.077,0.15,0.15,0.1,0.29
20130730:0407,0.265,0.15,0.15,0.85,0.43
20130730:0507,0.406,0.15,0.15,0.85,0.57
20130730:0607,0.447,0.15,0.46,0.5,0.71
20130730:0707,0.406,0.3,0.92,0.1,0.86
20130730:0807,0.341,0.3,0.92,0.1,1
20130730:0907,0.349,0.3,1,0.1,1
20130730:1007,0.402,0.3,1,0.1,1
20130730:1107,0.433,0.3,1,1,0.86
20130730:1207,0.561,0.3,1,1,0.71
20130730:1307,0.422,0.3,1,1,0.71
20130730:1407,0.34,0.3,1,0.5,0.86
20130730:1507,0.322,0.3,1,1,0.86
20130730:1607,0.332,0.3,0.85,1,1
20130730:1707,0.535,0.15,0.31,0.5,1
20130730:1807,1,0.15,0.15,1,0.71
20130730:1907,0.815,0.15,0.15,1,0.57
20130730:2007,0.549,0.15,0.15,0.1,0.29
20130730:2107,0.39,0.15,0.15,0.1,0.14
20130730:2207,0.244,0.15,0.15,0.1,0.14
20130730:2307,0.166,0.15,0.15,0.1,0.14
20130731:0007,0.089,0.15,0.15,0.1,0.14
20130731:0107,0.077,0.15,0.15,0.1,0.14
20130731:0207,0.077,0.15,0.15,0.1,0.14
20130731:0307,0.077,0.15,0.15,0.1,0.29
20130731:0407,0.265,0.15,0.15,0.85,0.43
20130731:0507,0.406,0.15,0.15,0.85,0.57
20130731:0607,0.447,0.15,0.46,0.5,0.71
20130731:0707,0.406,0.3,0.92,0.1,0.86
20130731:0807,0.341,0.3,0.92,0.1,1
20130731:0907,0.349,0.3,1,0.1,1
20130731:1007,0.402,0.3,1,0.1,1
20130731:1107,0.433,0.3,1,1,0.86
20130731:1207,0.561,0.3,1,1,0.71
20130731:1307,0.422,0.3,1,1,0.71
20130731:1407,0.34,0.3,1,0.5,0.86
20130731:1507,0.322,0.3,1,1,0.86
20130731:1607,0.332,0.3,0.85,1,1
20130731:1707,0.535,0.15,0.31,0.5,1
20130731:1807,1,0.15,0.15,1,0.71
20130731:1907,0.815,0.15,0.15,1,0.57
20130731:2007,0.549,0.15,0.15,0.1,0.29
20130731:2107,0.39,0.15,0.15,0.1,0.14
20130731:2207,0.244,0.15,0.15,0.1,0.14
20130731:2307,0.166,0.15,0.15,0.1,0.14
20130801:0007,0.087,0.15,0.15,0.1,0.14
20130801:0107,0.075,0.15,0.15,0.1,0.14
20130801:0207,0.075,0.15,0.15,0.1,0.14
20130801:0307,0.075,0.15,0.15,0.1,0.29
20130801:0407,0.259,0.15,0.15,0.85,0.43
20130801:0507,0.396,0.15,0.15,0.85,0.57
20130801:0607,0.436,0.15,0.46,0.5,0.71
20130801:0707,0.396,0.3,0.92,0.1,0.86
20130801:0807,0.332,0.3,0.92,0.1,1
20130801:0907,0.341,0.3,1,0.1,1
20130801:1007,0.392,0.3,1,0.1,1
20130801:1107,0.422,0.3,1,1,0.86
20130801:1207,0.547,0.3,1,1,0.71
20130801:1307,0.411,0.3,1,1,0.71
20130801:1407,0.331,0.3,1,0.5,0.86
20130801:1507,0.314,0.3,1,1,0.86
20130801:1607,0.324,0.3,0.85,1,1
20130801:1707,0.521,0.15,0.31,0.5,1
20130801:1807,0.975,0.15,0.15,1,0.71
20130801:1907,0.795,0.15,0.15,1,0.57
20130801:2007,0.536,0.15,0.15,0.1,0.29
20130801:2107,0.381,0.15,0.15,0.1,0.14
20130801:2207,0.238,0.15,0.15,0.1,0.14
20130801:2307,0.162,0.15,0.15,0.1,0.14
20130802:0007,0.087,0.15,0.15,0.1,0.14
20130802:0107,0.075,0.15,0.15,0.1,0.14
20130802:0207,0.075,0.15,0.15,0.1,0.14
20130802:0307,0.075,0.15,0.15,0.1,0.29
20130802:0407,0.259,0.15,0.15,0.85,0.43
20130802:0507,0.396,0.15,0.15,0.85,0.57
20130802:0607,0.436,0.15,0.46,0.5,0.71
20130802:0707,0.396,0.3,0.92,0.1,0.86
20130802:0807,0.332,0.3,0.92,0.1,1
20130802:0907,0.341,0.3,1,0.1,1
20130802:1007,0.392,0.3,1,0.1,1
20130802:1107,0.422,0.3,1,1,0.86
20130802:1207,0.547,0.3,1,1,0.71
20130802:1307,0.411,0.3,1,1,0.71
20130802:1407,0.331,0.3,1,0.5,0.86
20130802:1507,0.314,0.3,1,1,0.86
20130802:1607,0.324,0.3,0.85,1,1
20130802:1707,0.521,0.15,0.31,0.5,1
20130802:1807,0.975,0.15,0.15,1,0.71
20130802:1907,0.795,0.15,0.15,1,0.57
20130802:2007,0.536,0.15,0.15,0.1,0.29
20130802:2107,0.381,0.15,0.15,0.1,0.14
20130802:2207,0.238,0.15,0.15,0.1,0.14
20130802:2307,0.162,0.15,0.15,0.1,0.14
20130803:0007,0.087,0.15,0.15,0.1,0.14
20130803:0107,0.075,0.15,0.15,0.1,0.14
20130803:0207,0.075,0.15,0.15,0.1,0.14
20130803:0307,0.075,0.15,0.15,0.1,0.29
20130803:0407,0.259,0.15,0.15,0.85,0.43
20130803:0507,0.396,0.15,0.15,0.85,0.57
20130803:0607,0.436,0.15,0.46,0.5,0.71
20130803:0707,0.396,0.3,0.92,0.1,0.86
20130803:0807,0.332,0.3,0.92,0.1,1
20130803:0907,0.341,0.3,1,0.1,1
20130803:1007,0.392,0.3,1,0.1,1
20130803:1107,0.422,0.3,1,1,0.86
20130803:1207,0.547,0.3,1,1,0.71
20130803:1307,0.411,0.3,1,1,0.71
20130803:1407,0.331,0.3,1,0.5,0.86
20130803:1507,0.314,0.3,1,1,0.86
20130803:1607,0.324,0.3,0.85,1,1
20130803:1707,0.521,0.15,0.31,0.5,1
20130803:1807,0.975,0.15,0.15,1,0.71
20130803:1907,0.795,0.15,0.15,1,0.57
20130803:2007,0.536,0.15,0.15,0.1,0.29
20130803:2107,0.381,0.15,0.15,0.1,0.14
20130803:2207,0.238,0.15,0.15,0.1,0.14
20130803:2307,0.162,0.15,0.15,0.1,0.14
20130804:0007,0.087,0.15,0.15,0.1,0.14
20130804:0107,0.075,0.15,0.15,0.1,0.14
20130804:0207,0.075,0.15,0.15,0.1,0.14
20130804:0307,0.075,0.15,0.15,0.1,0.29
20130804:0407,0.259,0.15,0.15,0.85,0.43
20130804:0507,0.396,0.15,0.15,0.85,0.57
20130804:0607,0.436,0.15,0.46,0.5,0.71
20130804:0707,0.396,0.3,0.92,0.1,0.86
20130804:0807,0.332,0.3,0.92,0.1,1
20130804:0907,0.341,0.3,1,0.1,1
20130804:1007,0.392,0.3,1,0.1,1
20130804:1107,0.422,0.3,1,1,0.86
20130804:1207,0.547,0.3,1,1,0.71
20130804:1307,0.411,0.3,1,1,0.71
20130804:1407,0.331,0.3,1,0.5,0.86
20130804:1507,0.314,0.3,1,1,0.86
20130804:1607,0.324,0.3,0.85,1,1
20130804:1707,0.521,0.15,0.31,0.5,1
20130804:1807,0.975,0.15,0.15,1,0.71
20130804:1907,0.795,0.15,0.15,1,0.57
20130804:2007,0.536,0.15,0.15,0.1,0.29
20130804:2107,0.381,0.15,0.15,0.1,0.14
20130804:2207,0.238,0.15,0.15,0.1,0.14
20130804:2307,0.162,0.15,0.15,0.1,0.14
20130805:0007,0.087,0.15,0.15,0.1,0.14
20130805:0107,0.075,0.15,0.15,0.1,0.14
20130805:0207,0.075,0.15,0.15,0.1,0.14
20130805:0307,0.075,0.15,0.15,0.1,0.29
20130805:0407,0.259,0.15,0.15,0.85,0.43
20130805:0507,0.396,0.15,0.15,0.85,0.57
20130805:0607,0.436,0.15,0.46,0.5,0.71
20130805:0707,0.396,0.3,0.92,0.1,0.86
20130805:0807,0.332,0.3,0.92,0.1,1
20130805:0907,0.341,0.3,1,0.1,1
20130805:1007,0.392,0.3,1,0.1,1
20130805:1107,0.422,0.3,1,1,0.86
20130805:1207,0.547,0.3,1,1,0.71
20130805:1307,0.411,0.3,1,1,0.71
20130805:1407,0.331,0.3,1,0.5,0.86
20130805:1507,0.314,0.3,1,1,0.86
20130805:1607,0.324,0.3,0.85,1,1
20130805:1707,0.521,0.15,0.31,0.5,1
20130805:1807,0.975,0.15,0.15,1,0.71
20130805:1907,0.795,0.15,0.15,1,0.57
20130805:2007,0.536,0.15,0.15,0.1,0.29
20130805:2107,0.381,0.15,0.15,0.1,0.14
20130805:2207,0.238,0.15,0.15,0.1,0.14
20130805:2307,0.162,0.15,0.15,0.1,0.14
20130806:0007,0.087,0.15,0.15,0.1,0.14
20130806:0107,0.075,0.15,0.15,0.1,0.14
20130806:0207,0.075,0.15,0.15,0.1,0.14
20130806:0307,0.075,0.15,0.15,0.1,0.29
20130806:0407,0.259,0.15,0.15,0.85,0.43
20130806:0507,0.396,0.15,0.15,0.85,0.57
20130806:0607,0.436,0.15,0.46,0.5,0.71
20130806:0707,0.396,0.3,0.92,0.1,0.86
20130806:0807,0.332,0.3,0.92,0.1,1
20130806:0907,0.341,0.3,1,0.1,1
20130806:1007,0.392,0.3,1,0.1,1
20130806:1107,0.422,0.3,1,1,0.86
20130806:1207,0.547,0.3,1,1,0.71
20130806:1307,0.411,0.3,1,1,0.71
20130806:1407,0.331,0.3,1,0.5,0.86
20130806:1507,0.314,0.3,1,1,0.86
20130806:1607,0.324,0.3,0.85,1,1
20130806:1707,0.521,0.15,0.31,0.5,1
20130806:1807,0.975,0.15,0.15,1,0.71
20130806:1907,0.795,0.15,0.15,1,0.57
20130806:2007,0.536,0.15,0.15,0.1,0.29
20130806:2107,0.381,0.15,0.15,0.1,0.14
20130806:2207,0.238,0.15,0.15,0.1,0.14
20130806:2307,0.162,0.15,0.15,0.1,0.14
20130807:0007,0.087,0.15,0.15,0.1,0.14
20130807:0107,0.075,0.15,0.15,0.1,0.14
20130807:0207,0.075,0.15,0.15,0.1,0.14
20130807:0307,0.075,0.15,0.15,0.1,0.29
20130807:0407,0.259,0.15,0.15,0.85,0.43
20130807:0507,0.396,0.15,0.15,0.85,0.57
20130807:0607,0.436,0.15,0.46,0.5,0.71
20130807:0707,0.396,0.3,0.92,0.1,0.86
20130807:0807,0.332,0.3,0.92,0.1,1
20130807:0907,0.341,0.3,1,0.1,1
20130807:1007,0.392,0.3,1,0.1,1
20130807:1107,0.422,0.3,1,1,0.86
20130807:1207,0.547,0.3,1,1,0.71
20130807:1307,0.411,0.3,1,1,0.71
20130807:1407,0.331,0.3,1,0.5,0.86
20130807:1507,0.314,0.3,1,1,0.86
20130807:1607,0.324,0.3,0.85,1,1
20130807:1707,0.521,0.15,0.31,0.5,1
20130807:1807,0.975,0.15,0.15,1,0.71
20130807:1907,0.795,0.15,0.15,1,0.57
20130807:2007,0.536,0.15,0.15,0.1,0.29
20130807:2107,0.381,0.15,0.15,0.1,0.14
20130807:2207,0.238,0.15,0.15,0.1,0.14
20130807:2307,0.162,0.15,0.15,0.1,0.14
20130808:0007,0.087,0.15,0.15,0.1,0.14
20130808:0107,0.075,0.15,0.15,0.1,0.14
20130808:0207,0.075,0.15,0.15,0.1,0.14
20130808:0307,0.075,0.15,0.15,0.1,0.29
20130808:0407,0.259,0.15,0.15,0.85,0.43
20130808:0507,0.396,0.15,0.15,0.85,0.57
20130808:0607,0.436,0.15,0.46,0.5,0.71
20130808:0707,0.396,0.3,0.92,0.1,0.86
20130808:0807,0.332,0.3,0.92,0.1,1
20130808:0907,0.341,0.3,1,0.1,1
20130808:1007,0.392,0.3,1,0.1,1
20130808:1107,0.422,0.3,1,1,0.86
20130808:1207,0.547,0.3,1,1,0.71
20130808:1307,0.411,0.3,1,1,0.71
20130808:1407,0.331,0.3,1,0.5,0.86
20130808:1507,0.314,0.3,1,1,0.86
20130808:1607,0.324,0.3,0.85,1,1
20130808:1707,0.521,0.15,0.31,0.5,1
20130808:1807,0.975,0.15,0.15,1,0.71
20130808:1907,0.795,0.15,0.15,1,0.57
20130808:2007,0.536,0.15,0.15,0.1,0.29
20130808:2107,0.381,0.15,0.15,0.1,0.14
20130808:2207,0.238,0.15,0.15,0.1,0.14
20130808:2307,0.162,0.15,0.15,0.1,0.14
20130809:0007,0.087,0.15,0.15,0.1,0.14
20130809:0107,0.075,0.15,0.15,0.1,0.14
20130809:0207,0.075,0.15,0.15,0.1,0.14
20130809:0307,0.075,0.15,0.15,0.1,0.29
20130809:0407,0.259,0.15,0.15,0.85,0.43
20130809:0507,0.396,0.15,0.15,0.85,0.57
20130809:0607,0.436,0.15,0.46,0.5,0.71
20130809:0707,0.396,0.3,0.92,0.1,0.86
20130809:0807,0.332,0.3,0.92,0.1,1
20130809:0907,0.341,0.3,1,0.1,1
20130809:1007,0.392,0.3,1,0.1,1
20130809:1107,0.422,0.3,1,1,0.86
20130809:1207,0.547,0.3,1,1,0.71
20130809:1307,0.411,0.3,1,1,0.71
20130809:1407,0.331,0.3,1,0.5,0.86
20130809:1507,0.314,0.3,1,1,0.86
20130809:1607,0.324,0.3,0.85,1,1
20130809:1707,0.521,0.15,0.31,0.5,1
20130809:1807,0.975,0.15,0.15,1,0.71
20130809:1907,0.795,0.15,0.15,1,0.57
20130809:2007,0.536,0.15,0.15,0.1,0.29
20130809:2107,0.381,0.15,0.15,0.1,0.14
20130809:2207,0.238,0.15,0.15,0.1,0.14
20130809:2307,0.162,0.15,0.15,0.1,0.14
20130810:0007,0.087,0.15,0.15,0.1,0.14
20130810:0107,0.075,0.15,0.15,0.1,0.14
20130810:0207,0.075,0.15,0.15,0.1,0.14
20130810:0307,0.075,0.15,0.15,0.1,0.29
20130810:0407,0.259,0.15,0.15,0.85,0.43
20130810:0507,0.396,0.15,0.15,0.85,0.57
20130810:0607,0.436,0.15,0.46,0.5,0.71
20130810:0707,0.396,0.3,0.92,0.1,0.86
20130810:0807,0.332,0.3,0.92,0.1,1
20130810:0907,0.341,0.3,1,0.1,1
20130810:1007,0.392,0.3,1,0.1,1
20130810:1107,0.422,0.3,1,1,0.86
20130810:1207,0.547,0.3,1,1,0.71
20130810:1307,0.411,0.3,1,1,0.71
20130810:1407,0.331,0.3,1,0.5,0.86
20130810:1507,0.314,0.3,1,1,0.86
20130810:1607,0.324,0.3,0.85,1,1
20130810:1707,0.521,0.15,0.31,0.5,1
20130810:1807,0.975,0.15,0.15,1,0.71
20130810:1907,0.795,0.15,0.15,1,0.57
20130810:2007,0.536,0.15,0.15,0.1,0.29
20130810:2107,0.381,0.15,0.15,0.1,0.14
20130810:2207,0.238,0.15,0.15,0.1,0.14
20130810:2307,0.162,0.15,0.15,0.1,0.14
20130811:0007,0.087,0.15,0.15,0.1,0.14
20130811:0107,0.075,0.15,0.15,0.1,0.14
20130811:0207,0.075,0.15,0.15,0.1,0.14
20130811:0307,0.075,0.15,0.15,0.1,0.29
20130811:0407,0.259,0.15,0.15,0.85,0.43
20130811:0507,0.396,0.15,0.15,0.85,0.57
20130811:0607,0.436,0.15,0.46,0.5,0.71
20130811:0707,0.396,0.3,0.92,0.1,0.86
20130811:0807,0.332,0.3,0.92,0.1,1
20130811:0907,0.341,0.3,1,0.1,1
20130811:1007,0.392,0.3,1,0.1,1
20130811:1107,0.422,0.3,1,1,0.86
20130811:1207,0.547,0.3,1,1,0.71
20130811:1307,0.411,0.3,1,1,0.71
20130811:1407,0.331,0.3,1,0.5,0.86
20130811:1507,0.314,0.3,1,1,0.86
20130811:1607,0.324,0.3,0.85,1,1
20130811:1707,0.521,0.15,0.31,0.5,1
20130811:1807,0.975,0.15,0.15,1,0.71
20130811:1907,0.795,0.15,0.15,1,0.57
20130811:2007,0.536,0.15,0.15,0.1,0.29
20130811:2107,0.381,0.15,0.15,0.1,0.14
20130811:2207,0.238,0.15,0.15,0.1,0.14
20130811:2307,0.162,0.15,0.15,0.1,0.14
20130812:0007,0.087,0.15,0.15,0.1,0.14
20130812:0107,0.075,0.15,0.15,0.1,0.14
20130812:0207,0.075,0.15,0.15,0.1,0.14
20130812:0307,0.075,0.15,0.15,0.1,0.29
20130812:0407,0.259,0.15,0.15,0.85,0.43
20130812:0507,0.396,0.15,0.15,0.85,0.57
20130812:0607,0.436,0.15,0.46,0.5,0.71
20130812:0707,0.396,0.3,0.92,0.1,0.86
20130812:0807,0.332,0.3,0.92,0.1,1
20130812:0907,0.341,0.3,1,0.1,1
20130812:1007,0.392,0.3,1,0.1,1
20130812:1107,0.422,0.3,1,1,0.86
20130812:1207,0.547,0.3,1,1,0.71
20130812:1307,0.411,0.3,1,1,0.71
20130812:1407,0.331,0.3,1,0.5,0.86
20130812:1507,0.314,0.3,1,1,0.86
20130812:1607,0.324,0.3,0.85,1,1
20130812:1707,0.521,0.15,0.31,0.5,1
20130812:1807,0.975,0.15,0.15,1,0.71
20130812:1907,0.795,0.15,0.15,1,0.57
20130812:2007,0.536,0.15,0.15,0.1,0.29
20130812:2107,0.381,0.15,0.15,0.1,0.14
20130812:2207,0.238,0.15,0.15,0.1,0.14
20130812:2307,0.162,0.15,0.15,0.1,0.14
20130813:0007,0.087,0.15,0.15,0.1,0.14
20130813:0107,0.075,0.15,0.15,0.1,0.14
20130813:0207,0.075,0.15,0.15,0.1,0.14
20130813:0307,0.075,0.15,0.15,0.1,0.29
20130813:0407,0.259,0.15,0.15,0.85,0.43
20130813:0507,0.396,0.15,0.15,0.85,0.57
20130813:0607,0.436,0.15,0.46,0.5,0.71
20130813:0707,0.396,0.3,0.92,0.1,0.86
20130813:0807,0.332,0.3,0.92,0.1,1
20130813:0907,0.341,0.3,1,0.1,1
20130813:1007,0.392,0.3,1,0.1,1
20130813:1107,0.422,0.3,1,1,0.86
20130813:1207,0.547,0.3,1,1,0.71
20130813:1307,0.411,0.3,1,1,0.71
20130813:1407,0.331,0.3,1,0.5,0.86
20130813:1507,0.314,0.3,1,1,0.86
20130813:1607,0.324,0.3,0.85,1,1
20130813:1707,0.521,0.15,0.31,0.5,1
20130813:1807,0.975,0.15,0.15,1,0.71
20130813:1907,0.795,0.15,0.15,1,0.57
20130813:2007,0.536,0.15,0.15,0.1,0.29
20130813:2107,0.381,0.15,0.15,0.1,0.14
20130813:2207,0.238,0.15,0.15,0.1,0.14
20130813:2307,0.162,0.15,0.15,0.1,0.14
20130814:0007,0.087,0.15,0.15,0.1,0.14
20130814:0107,0.075,0.15,0.15,0.1,0.14
20130814:0207,0.075,0.15,0.15,0.1,0.14
20130814:0307,0.075,0.15,0.15,0.1,0.29
20130814:0407,0.259,0.15,0.15,0.85,0.43
20130814:0507,0.396,0.15,0.15,0.85,0.57
20130814:0607,0.436,0.15,0.46,0.5,0.71
20130814:0707,0.396,0.3,0.92,0.1,0.86
20130814:0807,0.332,0.3,0.92,0.1,1
20130814:0907,0.341,0.3,1,0.1,1
20130814:1007,0.392,0.3,1,0.1,1
20130814:1107,0.422,0.3,1,1,0.86
20130814:1207,0.547,0.3,1,1,0.71
20130814:1307,0.411,0.3,1,1,0.71
20130814:1407,0.331,0.3,1,0.5,0.86
20130814:1507,0.314,0.3,1,1,0.86
20130814:1607,0.324,0.3,0.85,1,1
20130814:1707,0.521,0.15,0.31,0.5,1
